george1,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-17 04:09:48-08:00,create,3b - uppgift 4,1,,,3,,,0m 13.7s
2021-02-17 04:08:19-08:00,create,3b - uppgift 2,3,,,9,,,1m 7.7s
2021-02-17 04:07:14-08:00,create,3b - uppgift 1,3,,,9,,,1m 2.6s
2021-02-17 04:06:57-08:00,create,3a - uppgift 12,1,,,3,,,0m 11.6s
2021-02-17 04:06:41-08:00,create,3a - uppgift 11,1,,,3,,,0m 12.8s
2021-02-17 04:06:19-08:00,create,3a - uppgift 10,1,,,3,,,0m 21.3s
2021-02-17 04:05:59-08:00,create,3a - uppgift 9,1,,,3,,,0m 18.1s
2021-02-17 04:05:29-08:00,create,3a - uppgift 8,1,,,3,,,0m 25.3s
2021-02-17 04:05:03-08:00,create,3a - uppgift 7,1,,,3,,,0m 20.3s
2021-02-17 04:04:47-08:00,create,3a - uppgift 6,1,,,3,,,0m 14.5s
2021-02-17 04:03:54-08:00,create,3a - uppgift 5,4,,,12,,,0m 47.8s
2021-02-17 04:03:43-08:00,create,3a - uppgift 4,1,,,3,,,0m 10.2s
2021-02-17 04:03:23-08:00,create,3a - uppgift 3,1,,,3,,,0m 17.6s
2021-02-17 04:03:05-08:00,create,3a - uppgift 2,1,,,3,,,0m 15.8s
2021-02-17 04:02:45-08:00,create,3a - uppgift 1,1,,,3,,,0m 18.6s
2021-02-17 04:01:04-08:00,create,4 - uppgift 5,4,,,20,,,1m 36.8s
2021-02-17 04:00:31-08:00,create,3a - uppgift 2,1,,,3,,,0m 19.8s
2021-02-17 03:59:50-08:00,create,3a - uppgift 1,2,,,6,,,0m 36.6s
2021-02-15 00:13:01-08:00,create,3b - uppgift 15,1,,,3,,,0m 13.1s
2021-02-15 00:12:48-08:00,create,3b - uppgift 14,1,,,3,,,0m 11.4s
2021-02-15 00:12:36-08:00,create,3b - uppgift 13,1,,,3,,,0m 11.1s
2021-02-15 00:12:24-08:00,create,3b - uppgift 12,1,,,3,,,0m 10.8s
2021-02-15 00:12:12-08:00,create,3b - uppgift 11,1,,,3,,,0m 10.3s
2021-02-15 00:12:01-08:00,create,3b - uppgift 10,1,,,3,,,0m 10.3s
2021-02-15 00:10:49-08:00,create,5 - uppgift 6,1,,,5,,,0m 24.7s
2021-02-15 00:10:24-08:00,create,5 - uppgift 2,1,,,5,,,0m 18.5s
2021-02-15 00:10:03-08:00,create,5 - uppgift 1,1,,,5,,,0m 18.8s
2021-02-15 00:09:43-08:00,create,5 - uppgift 4,1,,,4,,,0m 15.0s
2021-02-15 00:09:11-08:00,create,5 - uppgift 3,2,,,6,,,0m 30.6s
2021-02-15 00:08:50-08:00,create,5 - uppgift 5,1,,,3,,,0m 16.8s
2021-02-15 00:07:44-08:00,create,4 - uppgift 5,1,,,5,,,1m 1.7s
2021-02-15 00:07:27-08:00,create,4 - uppgift 4,1,,,3,,,0m 15.1s
2021-02-15 00:06:07-08:00,create,4 - uppgift 3,4,,,8,,,1m 17.5s
2021-02-15 00:05:49-08:00,create,4 - uppgift 2,1,,,4,,,0m 16.1s
2021-02-15 00:05:34-08:00,create,4 - uppgift 1,1,,,4,,,0m 13.8s
2021-02-15 00:05:15-08:00,create,3b - uppgift 9,1,,,3,,,0m 15.3s
2021-02-15 00:04:58-08:00,create,3b - uppgift 8,1,,,3,,,0m 13.9s
2021-02-15 00:04:34-08:00,create,3b - uppgift 7,1,,,3,,,0m 20.7s
2021-02-15 00:04:16-08:00,create,3b - uppgift 6,1,,,3,,,0m 16.1s
2021-02-15 00:03:57-08:00,create,3b - uppgift 5,1,,,3,,,0m 18.6s
2021-02-15 00:03:42-08:00,create,3b - uppgift 4,1,,,3,,,0m 12.9s
2021-02-15 00:02:45-08:00,create,3b - uppgift 2,3,,,9,,,0m 54.2s
