MK,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-03-30 13:09:29,create,5 - uppgift 6,1,,,5,,,0m 21.5s
2021-03-30 13:08:57,create,5 - uppgift 6,1,,,5,,,0m 30.6s
2021-03-19 10:08:47,create,6 - uppgift 5,0,,,0,,,0m 2.1s
2021-03-19 10:05:14,create,6 - uppgift 5,6,,,30,,,3m 31.3s
2021-03-02 13:20:40,create,3a - uppgift 4,1,,,3,,,0m 25.3s
2021-03-02 13:19:53,create,3a - uppgift 2,2,,,6,,,0m 42.5s
2021-03-02 13:17:23,create,3a - uppgift 8,5,,,15,,,2m 28.5s
2021-03-02 13:17:01,create,3a - uppgift 1,1,,,3,,,0m 19.8s
2021-03-02 13:16:30,create,3a - uppgift 1,1,,,3,,,0m 29.1s
