Gäst,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-05-12 08:47:08,create,5 - uppgift 5,9,,,27,,,458m 7.6s
2021-05-12 08:47:01,create,5 - uppgift 2,0,,,0,,,0m 2.8s
2021-05-12 08:39:44,create,2 - uppgift 1,5,,,10,,,7m 12.9s
2021-05-12 08:39:02,create,2 - uppgift 2,1,,,2,,,0m 40.8s
2021-05-12 08:38:51,create,2 - uppgift 3,0,,,0,,,0m 9.0s
2021-05-12 08:38:31,create,2 - uppgift 1,2,,,4,,,0m 18.7s
2021-05-12 08:35:19,create,2 - uppgift 4,3,,,6,,,3m 10.0s
2021-05-12 08:34:29,create,2 - uppgift 3,2,,,4,,,0m 48.9s
2021-05-12 08:34:23,create,2 - uppgift 1,0,,,0,,,0m 3.0s
2021-05-12 08:34:17,create,2 - uppgift 1,0,,,0,,,0m 4.5s
2021-05-12 08:33:43,create,2 - uppgift 2,2,,,4,,,0m 32.7s
2021-05-12 08:31:52,create,4 - uppgift 2,3,,,12,,,1m 47.0s
2021-05-12 08:31:31,create,2 - uppgift 6,1,,,2,,,0m 18.1s
2021-05-12 08:31:06,create,2 - uppgift 6,1,,,2,,,0m 22.4s
2021-05-10 13:57:20,create,3b - uppgift 6,6,,,18,,,145m 9.4s
2021-05-10 13:46:40,create,3b - uppgift 4,4,,,12,,,5m 24.1s
2021-05-10 13:46:32,create,6 - uppgift 5,0,,,0,,,0m 1.0s
2021-05-10 13:46:27,create,6 - uppgift 2,0,,,0,,,0m 2.9s
2021-05-10 13:44:47,create,6 - uppgift 3,1,,,5,,,1m 38.8s
2021-05-10 13:44:05,create,6 - uppgift 1,1,,,4,,,0m 40.0s
2021-05-10 13:42:09,create,6 - uppgift 4,2,,,8,,,1m 54.4s
2021-05-10 13:41:13,create,6 - uppgift 5,1,,,5,,,0m 53.6s
2021-05-10 13:40:57,create,3b - uppgift 4,0,,,0,,,0m 3.1s
2021-05-10 13:39:13,create,4 - uppgift 2,2,,,8,,,1m 41.5s
2021-05-10 13:27:15,create,3a - uppgift 5,1,,,3,,,3m 19.3s
2021-05-05 08:54:21,create,2 - uppgift 5,1,,,2,,,0m 20.1s
2021-05-05 08:51:18,create,2 - uppgift 4,8,,,16,,,2m 59.5s
2021-05-05 08:47:09,create,2 - uppgift 3,13,,,26,,,4m 5.4s
2021-05-05 08:43:52,create,2 - uppgift 2,8,,,16,,,3m 15.4s
2021-05-05 08:40:09,create,2 - uppgift 5,9,,,18,,,3m 41.6s
2021-05-05 08:39:04,create,4 - uppgift 1,2,,,8,,,1m 1.8s
2021-05-05 08:38:42,create,4 - uppgift 2,1,,,4,,,0m 18.1s
2021-05-05 08:38:16,create,2 - uppgift 2,1,,,2,,,0m 22.6s
2021-04-28 10:15:09,create,3a - uppgift 10,0,,,0,,,0m 0.4s
2021-04-28 10:14:00,create,3a - uppgift 11,3,,,9,,,1m 8.0s
2021-04-28 10:11:26,create,3a - uppgift 2,4,,,12,,,2m 4.7s
2021-04-28 10:10:25,create,3a - uppgift 7,2,,,6,,,0m 59.4s
2021-04-28 10:10:11,create,3b - uppgift 7,0,,,0,,,0m 6.1s
2021-04-28 10:10:02,create,3b - uppgift 2,0,,,0,,,0m 2.8s
2021-04-28 10:08:44,create,3b - uppgift 3,3,,,9,,,1m 16.4s
2021-04-28 10:08:19,create,3b - uppgift 2,1,,,3,,,0m 23.8s
2021-04-28 10:07:37,create,3b - uppgift 5,1,,,3,,,0m 38.6s
2021-04-28 10:07:34,create,3b - uppgift 6,0,,,0,,,0m 1.5s
2021-04-28 10:06:02,create,3b - uppgift 8,2,,,6,,,1m 27.7s
2021-04-28 10:03:15,create,2 - uppgift 4,1,,,2,,,2m 22.1s
2021-04-28 10:01:46,create,2 - uppgift 2,6,,,12,,,1m 26.3s
2021-04-28 10:01:12,create,4 - uppgift 1,1,,,4,,,0m 30.6s
2021-04-28 09:59:52,create,4 - uppgift 2,3,,,12,,,1m 16.5s
2021-04-28 09:59:27,create,3a - uppgift 5,1,,,3,,,0m 19.0s
2021-04-28 09:59:05,create,3a - uppgift 9,1,,,3,,,0m 19.6s
2021-04-22 14:33:28,create,2 - uppgift 1,1,,,2,,,279m 43.0s
2021-04-22 09:43:46,create,2 - uppgift 2,4,,,8,,,86m 25.6s
2021-04-22 09:43:42,create,1 - uppgift 1,0,,,0,,,0m 2.7s
2021-04-22 09:42:13,create,5 - uppgift 5,3,,,9,,,1m 21.5s
2021-04-22 09:41:44,create,5 - uppgift 4,1,,,4,,,0m 26.8s
2021-04-22 09:41:41,create,5 - uppgift 3,0,,,0,,,0m 1.0s
2021-04-22 09:41:22,create,5 - uppgift 3,1,,,3,,,0m 17.1s
2021-04-22 09:40:51,create,5 - uppgift 5,2,,,6,,,0m 29.6s
2021-04-22 09:40:22,create,5 - uppgift 4,1,,,4,,,0m 26.1s
2021-04-22 09:40:20,create,5 - uppgift 1,0,,,0,,,0m 1.0s
2021-04-22 09:40:17,create,5 - uppgift 2,0,,,0,,,0m 1.7s
2021-04-22 09:40:05,create,4 - uppgift 2,0,,,0,,,0m 1.9s
2021-04-22 09:38:06,create,2 - uppgift 3,6,,,12,,,1m 53.9s
2021-04-22 09:38:03,create,2 - uppgift 1,0,,,0,,,0m 1.0s
2021-04-22 09:37:56,create,2 - uppgift 2,0,,,0,,,0m 5.7s
2021-04-22 09:37:21,create,2 - uppgift 2,2,,,4,,,0m 31.4s
2021-04-20 11:50:17,create,4 - uppgift 2,0,,,0,,,0m 1.6s
2021-04-20 08:59:34,create,1 - uppgift 3,9,,,9,,,146m 6.5s
2021-04-20 08:53:49,create,2 - uppgift 1,0,,,0,,,0m 2.9s
2021-04-20 08:53:46,create,2 - uppgift 3,0,,,0,,,0m 1.2s
2021-04-20 08:39:25,create,2 - uppgift 3,5,,,10,,,1m 55.7s
2021-04-20 08:38:39,create,2 - uppgift 2,2,,,4,,,0m 43.9s
2021-04-20 08:38:29,create,2 - uppgift 2,1,,,2,,,0m 6.3s
