341,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-03-12 12:53:28,create,3b - uppgift 3,4,,,12,,,6m 19.8s
2021-03-12 12:50:34,create,3b - uppgift 3,1,,,3,,,2m 36.0s
2021-03-12 12:49:48,create,1 - uppgift 5,0,,,0,,,0m 5.6s
2021-03-12 12:49:35,create,1 - uppgift 5,0,,,0,,,0m 2.3s
2021-03-12 12:49:29,create,1 - uppgift 3,0,,,0,,,0m 2.1s
2021-03-12 12:49:24,create,1 - uppgift 2,0,,,0,,,0m 1.7s
2021-03-12 12:49:18,create,1 - uppgift 4,0,,,0,,,0m 3.1s
2021-03-12 12:49:03,create,1 - uppgift 6,1,,,1,,,0m 4.2s
2021-03-05 13:05:45,create,6 - uppgift 3,1,,,5,,,66m 56.6s
2021-03-05 13:01:46,create,6 - uppgift 4,3,,,12,,,3m 54.1s
2021-03-05 12:59:08,create,6 - uppgift 5,1,,,5,,,2m 32.6s
2021-03-05 12:56:20,create,6 - uppgift 5,1,,,5,,,2m 37.9s
2021-03-05 12:51:03,create,6 - uppgift 1,5,,,20,,,5m 15.1s
2021-03-05 12:49:35,create,6 - uppgift 1,1,,,4,,,1m 25.4s
2021-02-18 10:09:32,create,4 - uppgift 4,4,,,12,,,1m 30.2s
2021-02-18 10:07:56,create,4 - uppgift 3,4,,,8,,,1m 32.5s
2021-02-18 10:06:52,create,4 - uppgift 2,3,,,12,,,1m 2.4s
2021-02-18 10:05:52,create,4 - uppgift 1,2,,,8,,,0m 56.0s
2021-02-17 09:25:39,create,4 - uppgift 4,8,,,24,,,54m 42.3s
2021-02-17 09:24:19,create,4 - uppgift 3,2,,,4,,,1m 15.7s
2021-02-17 09:23:03,create,4 - uppgift 3,2,,,4,,,1m 13.7s
2021-02-17 09:20:09,create,4 - uppgift 2,2,,,8,,,2m 50.5s
2021-02-10 09:24:04,create,5 - uppgift 3,2,,,6,,,1m 3.4s
2021-02-10 09:21:09,create,5 - uppgift 5,3,,,9,,,2m 49.9s
2021-02-09 13:40:14,create,5 - uppgift 2,7,,,35,,,1180m 49.6s
2021-02-09 13:39:32,create,5 - uppgift 2,2,,,10,,,0m 39.6s
2021-02-09 13:38:23,create,5 - uppgift 1,3,,,15,,,1m 4.6s
2021-02-09 13:36:01,create,5 - uppgift 6,5,,,25,,,2m 19.2s
2021-02-09 13:33:47,create,5 - uppgift 3,5,,,15,,,2m 11.5s
2021-02-09 13:30:17,create,5 - uppgift 2,9,,,45,,,3m 27.8s
2021-02-09 13:29:15,create,5 - uppgift 4,2,,,8,,,0m 58.1s
2021-02-09 13:24:26,create,5 - uppgift 5,11,,,33,,,4m 46.5s
2021-02-09 13:23:57,create,5 - uppgift 1,1,,,5,,,0m 25.5s
2021-02-09 13:23:28,create,5 - uppgift 4,0,,,0,,,0m 27.4s
2021-02-08 10:25:13,create,5 - uppgift 4,1,,,4,,,1618m 7.5s
2021-02-05 10:28:44,create,5 - uppgift 2,4,,,20,,,4316m 26.4s
2021-02-05 10:19:58,create,4 - uppgift 4,6,,,18,,,8m 36.7s
2021-02-05 08:51:22,create,3b - uppgift 6,0,,,0,,,0m 3.4s
2021-02-05 08:49:02,create,3b - uppgift 5,1,,,3,,,2m 15.3s
2021-02-03 09:14:55,create,1 - uppgift 4,2,,,2,,,2m 1.0s
