332,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-18 10:20:34,create,3b - uppgift 14,1,,,3,,,0m 16.3s
2021-02-18 10:20:32,create,3b - uppgift 10,0,,,0,,,0m 1.5s
2021-02-18 10:20:29,create,3b - uppgift 13,0,,,0,,,0m 1.3s
2021-02-18 10:20:26,create,3b - uppgift 12,0,,,0,,,0m 1.5s
2021-02-18 10:20:02,create,3a - uppgift 9,1,,,3,,,0m 5.4s
2021-02-18 10:19:03,create,2 - uppgift 5,3,,,6,,,0m 45.8s
2021-02-18 10:18:40,create,2 - uppgift 4,1,,,2,,,0m 21.8s
2021-02-18 10:18:36,create,2 - uppgift 3,0,,,0,,,0m 1.2s
2021-02-18 10:17:05,create,2 - uppgift 5,6,,,12,,,1m 22.3s
2021-02-18 10:17:03,create,2 - uppgift 6,0,,,0,,,0m 1.3s
2021-02-18 10:15:55,create,2 - uppgift 5,5,,,10,,,0m 58.1s
2021-02-18 10:14:41,create,2 - uppgift 6,8,,,16,,,1m 12.8s
2021-02-18 10:12:39,create,5 - uppgift 6,5,,,25,,,1m 58.1s
2021-02-18 10:12:13,create,5 - uppgift 6,1,,,5,,,0m 24.2s
2021-02-18 10:10:48,create,5 - uppgift 6,4,,,20,,,1m 24.1s
2021-02-18 10:10:41,create,5 - uppgift 5,0,,,0,,,0m 5.1s
2021-02-18 10:09:39,create,6 - uppgift 4,2,,,8,,,0m 58.9s
2021-02-18 10:09:37,create,6 - uppgift 3,0,,,0,,,0m 1.2s
2021-02-18 10:08:54,create,6 - uppgift 5,2,,,10,,,0m 40.3s
2021-02-18 10:08:47,create,6 - uppgift 5,0,,,0,,,0m 5.4s
2021-02-18 10:08:37,create,6 - uppgift 5,0,,,0,,,0m 7.7s
2021-02-18 10:07:55,create,6 - uppgift 1,2,,,8,,,0m 40.2s
2021-02-18 10:07:09,create,6 - uppgift 1,1,,,4,,,0m 22.4s
2021-02-17 09:41:02,create,6 - uppgift 1,0,,,0,,,0m 1.7s
